Mean.Layer.1,Mean.Layer.2,Mean.Layer.3,Standard.deviation.Layer.1,Standard.deviation.Layer.2,Standard.deviation.Layer.3,Skewness.Layer.1,Skewness.Layer.2,Skewness.Layer.3,Ratio.Layer.1,Ratio.Layer.2,Ratio.Layer.3,Min..pixel.value.Layer.1,Min..pixel.value.Layer.2,Min..pixel.value.Layer.3,Max..pixel.value.Layer.1,Max..pixel.value.Layer.2,Max..pixel.value.Layer.3,Mean.of.inner.border.Layer.1,Mean.of.inner.border.Layer.2,Mean.of.inner.border.Layer.3,Mean.of.outer.border.Layer.1,Mean.of.outer.border.Layer.2,Mean.of.outer.border.Layer.3,Border.Contrast.Layer.1,Border.Contrast.Layer.2,Border.Contrast.Layer.3,Contrast.to.neighbor.pixels.Layer.1..3.,Contrast.to.neighbor.pixels.Layer.2..3.,Contrast.to.neighbor.pixels.Layer.3..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.1..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.2..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.3..3.,StdDev..to.neighbor.pixels.Layer.1..3.,StdDev..to.neighbor.pixels.Layer.2..3.,StdDev..to.neighbor.pixels.Layer.3..3.,Circular.Mean.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.Mean.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.Mean.Layer.3..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.3..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.3..R1..User..3..R2..Same...R1...border.,Mean.Diff..to.neighbors.Layer.1..0.,Mean.Diff..to.neighbors.Layer.2..0.,Mean.Diff..to.neighbors.Layer.3..0.,Mean.Diff..to.neighbors..abs..Layer.1..0.,Mean.Diff..to.neighbors..abs..Layer.2..0.,Mean.Diff..to.neighbors..abs..Layer.3..0.,Rel..border.to.brighter.objects.Layer.1,Rel..border.to.brighter.objects.Layer.2,Rel..border.to.brighter.objects.Layer.3,Mean.diff..to.scene.Layer.1,Mean.diff..to.scene.Layer.2,Mean.diff..to.scene.Layer.3,Ratio.to.scene.Layer.1,Ratio.to.scene.Layer.2,Ratio.to.scene.Layer.3,HSI.Transformation.Hue.R.Layer.1.G.Layer.2.B.Layer.3.,Area..Pxl.,Border.length..Pxl.,Length..mu_m.,Length.Width,Number.of.pixels,Rel..Border.to.Image.Border,Volume..Pxl.,Width..mu_m.,Asymmetry,Border.index,Compactness,Density,Elliptic.Fit,Radius.of.largest.enclosed.ellipse,Radius.of.smallest.enclosing.ellipse,Rectangular.Fit,Roundness,Shape.index,Area..excluding.inner.polygons...Pxl.,Area..including.inner.polygons...Pxl.,Average.length.of.edges..polygon...Pxl.,Compactness..polygon.,Length.of.longest.edge..polygon...Pxl.,Number.of.edges..polygon.,Number.of.inner.objects..polygon.,Perimeter..polygon...Pxl.,Stddev.of.length.of.edges..polygon...Pxl.,Mean.of.sub.objects..stddev.Layer.1..1.,Area.of.sub.objects..mean..1...Pxl.,Area.of.sub.objects..stddev..1...Pxl.,Density.of.sub.objects..mean..1.,Density.of.sub.objects..stddev..1.,Asymmetry.of.sub.objects..mean..1.,Asymmetry.of.sub.objects..stddev..1.,Direction.of.sub.objects..mean..1.,Direction.of.sub.objects..stddev..1.,GLCM.Homogeneity..quick.8.11..Layer.1..all.dir..,GLCM.Contrast..quick.8.11..Layer.1..all.dir..,GLCM.Dissimilarity..quick.8.11..Layer.1..all.dir..,GLCM.Entropy..quick.8.11..Layer.1..all.dir..,GLCM.Ang..2nd.moment..quick.8.11..Layer.1..all.dir..,GLCM.Mean..quick.8.11..Layer.1..all.dir..,GLCM.StdDev..quick.8.11..Layer.1..all.dir..,GLCM.Correlation..quick.8.11..Layer.1..all.dir..,Number.of.sub.objects.Nucleus..1.,Number.of.sub.objects.Dark..1.,Area.of.sub.objects.Nucleus..1...Pxl.,Area.of.sub.objects.Dark..1...Pxl.,Rel..area.of.sub.objects.Nucleus..1.,Rel..area.of.sub.objects.Dark..1.,Rel..area.of.sub.objects.unclassified..1.
171.066246,108.921892,204.567253,31.755626,37.718863,26.131147,-0.526039,-0.251249,-0.472409,0.353038,0.224787,0.422175,50.000000,0.000000,88.000000,255.000000,246.000000,255.000000,169.764103,109.023932,205.397721,163.709426,105.331288,197.715561,5.231145,3.538154,6.443212,-121.327431,-459.305522,-40.509414,97.186315,132.284984,74.350236,52.191907,66.557508,41.597742,177.250000,125.687500,213.375000,17.340343,18.216472,17.204196,0.097830,0.144935,0.080629,-0.142727,-15.291541,5.362616,35.376706,50.736644,25.902792,0.489352,0.489352,0.489352,-12.262214,-35.049948,-3.820864,0.933113,0.756550,0.981665,0.774956,22341.000000,2254.000000,492128495.810000,1.987265,22341.000000,0.000000,22341.000000,247641157.030000,0.677763,3.544025,5.455050,1.242170,0.196634,0.062511,3.466457,0.578386,3.403946,3.770011,22260.000000,22260.000000,7.469199,0.073603,86.052310,261.000000,0.000000,1949.461042,7.427881,22.531489,333.447761,317.538212,1.503373,0.352802,0.672987,0.256288,107.540750,45.404223,0.070943,348.738170,13.757948,9.010392,0.000185,170.912136,32.163058,0.911833,16.000000,44.000000,4272.000000,12544.000000,0.191218,0.561479,0.247303
151.158691,98.064391,180.797678,47.696678,50.090120,41.912582,-0.640545,-0.203826,-0.602078,0.351515,0.228046,0.420439,4.000000,0.000000,48.000000,255.000000,226.000000,255.000000,179.702703,139.562162,201.778378,218.738819,182.549195,235.572451,-37.128767,-40.034247,-32.510959,-348.643799,-727.813490,-236.684593,101.355494,134.505635,82.321881,45.568196,63.935267,34.237966,118.812500,55.562500,164.875000,58.533344,54.647700,46.135500,0.492653,0.983536,0.279821,-65.149835,-90.074767,-49.863705,65.149835,90.074767,49.863705,1.000000,1.000000,1.000000,-32.169769,-45.907449,-27.590439,0.824524,0.681136,0.867601,0.773625,2842.000000,730.000000,166000000.000000,2.964286,2842.000000,0.000000,2842.000000,56000000.000000,0.843939,2.967480,3.270936,1.211309,0.180859,0.103808,2.309639,0.589667,2.205831,3.423346,2871.000000,2871.000000,6.358993,0.092897,20.099751,98.000000,0.000000,623.181305,3.846533,37.242571,189.466667,136.151811,1.561885,0.253333,0.584667,0.240363,115.740546,34.019262,0.042133,1197.224365,24.833168,9.307803,0.000113,153.922405,49.854633,0.871296,2.000000,12.000000,990.000000,1566.000000,0.348346,0.551020,0.100633
134.041583,71.490660,171.932399,54.627966,59.829321,44.244458,-0.016053,1.016501,-0.242797,0.355110,0.189397,0.455493,0.000000,0.000000,43.000000,255.000000,255.000000,255.000000,147.956954,96.298675,177.331126,185.297510,135.430537,210.494758,-33.958955,-35.489872,-30.658316,-419.340577,-1114.174176,-234.809654,116.128585,144.109319,90.860406,55.652130,74.670103,42.750554,136.875000,55.750000,179.250000,26.918569,28.161365,21.617412,0.196665,0.505137,0.120599,-66.027418,-86.282859,-47.479742,66.027418,86.282859,47.479742,1.000000,1.000000,1.000000,-49.286877,-72.481180,-36.455717,0.731155,0.496560,0.825059,0.770460,8994.000000,1876.000000,533767973.170000,7.176241,8994.000000,0.000000,8994.000000,74379885.446000,0.965900,3.223368,4.414232,0.921062,0.362241,0.342829,2.842112,0.643838,2.499283,4.945343,9047.500000,9047.500000,8.396889,0.042405,83.096330,195.000000,0.000000,1637.393311,9.285559,46.882617,290.129032,205.265012,1.365319,0.415924,0.765312,0.198570,75.273407,21.347233,0.051625,903.175824,21.378465,9.749049,0.000078,135.504395,55.138782,0.922749,6.000000,24.000000,1973.000000,6556.000000,0.219368,0.728930,0.051701
114.755195,40.951787,170.607648,39.176227,34.411091,31.512362,-0.057186,0.828678,-0.007037,0.351670,0.125498,0.522832,9.000000,0.000000,66.000000,232.000000,202.000000,255.000000,137.433898,68.169492,181.138983,171.995851,104.294606,212.004149,-34.238710,-34.951613,-30.841935,-574.480227,-2007.369019,-245.515190,96.521291,110.868748,67.538162,38.481872,55.461811,30.011862,114.875000,34.000000,176.625000,36.216148,25.266084,32.308813,0.315266,0.743120,0.182923,-72.105590,-96.858391,-45.256036,72.105590,96.858391,45.256036,1.000000,1.000000,1.000000,-49.579304,-63.081751,-32.533029,0.698303,0.393640,0.839850,0.761538,2406.000000,368.000000,113304704.180000,3.032786,2406.000000,0.157609,2406.000000,37359937.410000,0.892307,1.600000,1.759375,1.542106,0.630923,0.622783,1.355304,0.810001,0.732522,1.875599,2378.500000,2378.500000,7.635849,0.290594,60.008333,42.000000,0.000000,320.705657,9.254057,30.474857,300.750000,196.837973,1.639914,0.351546,0.680160,0.227327,76.600374,27.002213,0.047384,705.514381,19.918378,9.026002,0.000150,115.526384,40.222634,0.884285,3.000000,5.000000,1366.000000,1040.000000,0.567747,0.432253,0.000000
160.056010,99.579037,203.989519,42.848552,49.325804,30.809564,-0.099886,0.368410,-0.282117,0.345228,0.214784,0.439989,27.000000,0.000000,83.000000,255.000000,255.000000,255.000000,166.644205,107.440252,205.791554,162.088889,103.160386,200.327536,6.527286,6.831858,5.961652,22.424102,23.486892,17.864687,80.447263,92.041189,58.199165,49.405654,57.669759,35.699263,163.562500,101.312500,196.875000,56.383695,54.605081,51.814422,0.344723,0.538977,0.263184,2.447455,2.893307,2.227240,27.573699,32.704057,18.150917,0.396018,0.396018,0.396018,-4.278489,-4.454501,0.848842,0.973965,0.957182,1.004179,0.763204,15265.000000,1456.000000,271243934.180000,2.010370,15265.000000,0.068681,15265.000000,134922423.830000,0.759625,2.757576,2.397438,1.639332,0.360105,0.255967,1.756053,0.648888,1.500085,2.946137,15261.500000,15261.500000,6.774052,0.124794,100.000000,183.000000,0.000000,1239.651507,7.802696,22.416699,545.178571,1409.628904,1.713970,0.355323,0.559648,0.227076,80.007910,42.279608,0.064308,457.771540,15.820758,9.371231,0.000132,159.582747,42.710875,0.935163,11.000000,15.000000,2858.000000,3887.000000,0.187226,0.254635,0.558140
136.335129,71.214988,188.805386,41.685826,41.747851,33.286857,-0.020495,0.283199,-0.272909,0.343972,0.179675,0.476354,18.000000,0.000000,71.000000,255.000000,220.000000,255.000000,144.405882,86.023529,191.155882,181.290698,124.290698,223.625000,-34.060000,-34.940000,-30.835556,-344.252839,-804.094290,-160.907633,73.647168,84.776842,56.691521,36.637777,45.328831,27.071502,128.312500,55.437500,190.312500,22.118202,23.075877,24.069480,0.172378,0.416250,0.126473,-43.257925,-50.210870,-27.889858,43.257925,50.210870,27.889858,1.000000,1.000000,1.000000,-27.999371,-32.818549,-14.335290,0.829620,0.684539,0.929432,0.758965,4270.000000,450.000000,97000000.000000,1.328767,4270.000000,0.000000,4270.000000,73000000.000000,0.333257,1.691729,1.658314,2.284125,0.790164,0.661510,1.257525,0.846807,0.596015,1.721625,4258.000000,4258.000000,6.663954,0.384205,20.024984,56.000000,0.000000,373.181423,3.660939,29.100893,305.000000,201.335186,1.736586,0.383218,0.513765,0.245282,81.396699,23.940835,0.053691,587.533461,18.010830,9.229818,0.000123,137.199798,42.151985,0.913600,7.000000,5.000000,2113.000000,1203.000000,0.494848,0.281733,0.223419
127.336890,57.305604,181.502849,39.423367,37.007063,32.260287,-0.153816,0.314526,-0.187326,0.347777,0.156511,0.495713,0.000000,0.000000,39.000000,255.000000,211.000000,255.000000,137.795620,76.567518,183.604015,169.494526,110.160584,211.896898,-29.804408,-31.110193,-27.048898,-273.009822,-824.953502,-121.278696,89.506651,100.271273,65.677430,48.010739,58.245180,35.706107,125.687500,56.500000,176.125000,24.144665,31.784430,28.039871,0.192101,0.562556,0.159204,-51.611703,-73.240766,-31.963208,51.611703,73.298122,32.118223,1.000000,0.966942,0.966942,-36.997609,-46.727933,-21.637828,0.774864,0.550838,0.893484,0.760645,9653.000000,1458.000000,221494473.000000,2.081594,9653.000000,0.004115,9653.000000,106406181.990000,0.729292,3.454976,2.441560,1.640097,0.338858,0.274696,1.717683,0.673360,1.442987,3.709936,9667.500000,9667.500000,6.153391,0.081017,23.021729,199.000000,0.000000,1224.524762,3.238827,28.304541,321.766667,190.267826,1.676240,0.335728,0.597672,0.238087,13.696947,41.476577,0.049969,672.235832,19.105000,9.435286,0.000107,128.430303,40.307718,0.890574,11.000000,16.000000,4296.000000,4081.000000,0.445043,0.422770,0.132187
191.794890,135.070263,224.630589,22.353985,26.583226,19.299298,-0.135334,-0.038868,-0.324486,0.347772,0.244916,0.407312,103.000000,41.000000,149.000000,255.000000,224.000000,255.000000,179.973779,116.960217,220.284810,152.392175,88.713376,195.546861,25.320962,25.558763,23.290034,215.118576,341.895587,120.594695,74.992511,89.245417,54.197974,43.550691,47.646566,32.413295,185.375000,122.250000,220.375000,9.886070,8.968696,9.930225,0.053330,0.073364,0.045061,37.712994,43.810030,25.117069,37.712994,43.810030,25.117069,0.000000,0.000000,0.000000,27.460391,31.036725,21.489912,1.167101,1.298334,1.105788,0.772228,5636.000000,1474.000000,236573863.080000,2.060372,5636.000000,0.012890,5636.000000,114820924.830000,0.748280,4.577640,4.819665,0.992119,0.000000,0.006385,2.418246,0.121496,2.411861,4.908536,5617.500000,5617.500000,6.575502,0.046687,20.024984,187.000000,0.000000,1229.618817,3.818911,2.774636,1878.666667,612.897127,1.626912,0.208653,0.601451,0.123429,146.665568,46.496892,0.065357,395.289227,14.623591,8.645429,0.000256,190.008880,24.596986,0.820561,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
156.818390,96.567009,201.603634,44.257070,47.050490,32.792593,-0.435752,0.037223,-0.604724,0.344664,0.212240,0.443096,0.000000,0.000000,57.000000,255.000000,254.000000,255.000000,153.884045,89.650278,197.166048,164.717172,100.714417,206.712580,-10.272853,-10.392659,-9.216066,28.523011,81.994653,17.878967,75.148241,83.217098,53.889739,45.738334,50.858137,33.086393,109.625000,49.000000,176.562500,42.395275,39.545859,42.441090,0.386730,0.807058,0.240374,-10.327584,-9.597187,-5.128759,16.768272,19.436946,10.327532,0.615651,0.461219,0.461219,-7.516109,-7.466529,-1.537043,0.954263,0.928230,0.992434,0.762270,24437.000000,1444.000000,268376206.110000,1.350208,24437.000000,0.000000,24437.000000,198766636.910000,0.461786,2.277603,2.182929,2.161397,0.695216,0.584263,1.630985,0.821514,1.046721,2.309315,24395.000000,24395.000000,5.943561,0.208518,23.021729,204.000000,0.000000,1212.486478,3.309571,22.904686,519.936170,1812.237050,1.760736,0.290561,0.518320,0.234167,173.460818,46.328012,0.060765,467.737198,16.126824,9.471853,0.000109,156.759948,44.198318,0.938233,23.000000,21.000000,7074.000000,3947.000000,0.289479,0.161517,0.549004
104.256486,31.812581,170.326857,37.963019,29.766177,29.747321,0.310377,0.971063,0.282337,0.340267,0.103828,0.555904,9.000000,0.000000,55.000000,244.000000,186.000000,255.000000,121.264423,51.365385,172.919872,153.182540,83.776190,200.782540,-29.290640,-29.456897,-26.209360,-609.963561,-2314.070226,-221.911432,93.889788,97.797820,65.413464,38.060242,44.829110,28.996600,140.187500,48.375000,186.687500,10.013858,11.596740,10.147159,0.071432,0.239726,0.054354,-65.538806,-77.789450,-37.337368,65.538806,77.789450,37.337368,1.000000,1.000000,1.000000,-60.078013,-72.220956,-32.813820,0.634416,0.305792,0.838468,0.753834,8441.000000,812.000000,150460207.400000,1.528376,8441.000000,0.000000,8441.000000,98444482.685000,0.341119,2.148148,1.754766,2.179952,0.662362,0.494564,1.380756,0.838979,0.886192,2.209526,8432.000000,8432.000000,6.592191,0.221151,24.515301,105.000000,0.000000,692.180021,4.046624,27.264022,468.944444,424.557871,1.729284,0.293430,0.597147,0.254670,78.705852,38.998195,0.058407,487.284930,16.352915,9.230283,0.000129,104.843379,38.278582,0.913082,7.000000,11.000000,2540.000000,5901.000000,0.300912,0.699088,0.000000
138.373756,70.213234,189.318239,42.981322,41.958437,35.254488,-0.434143,0.208477,-0.386593,0.347756,0.176457,0.475787,8.000000,0.000000,55.000000,255.000000,237.000000,255.000000,138.936267,70.449165,188.679818,156.342900,87.483384,204.566465,-15.997743,-15.721219,-15.003386,-81.388966,-168.684705,-44.444430,72.448368,74.615997,54.844591,43.328058,45.224685,32.758585,152.750000,86.125000,208.125000,33.662850,29.928822,28.552309,0.220379,0.347504,0.137188,-11.157376,-12.486035,-6.019137,17.080267,20.132826,10.981818,0.709932,0.709932,0.709932,-25.960744,-33.820303,-13.822438,0.842025,0.674910,0.931956,0.762045,7133.000000,886.000000,193999789.130000,2.114299,7133.000000,0.000000,7133.000000,91756070.905000,0.726108,2.434066,2.495536,1.778908,0.618393,0.294019,1.779417,0.809354,1.485398,2.622634,7098.500000,7098.500000,6.351280,0.164333,17.117243,116.000000,0.000000,736.748459,3.292553,30.030016,324.227273,200.007257,1.709769,0.265830,0.564319,0.230781,92.345034,48.597165,0.049739,652.637662,19.110189,9.394669,0.000109,138.925771,42.932312,0.907171,7.000000,13.000000,2404.000000,3173.000000,0.337025,0.444834,0.218141
179.538347,122.548493,214.414802,36.695611,42.205158,27.999741,-0.202540,0.179065,-0.566244,0.347605,0.237266,0.415129,53.000000,0.000000,109.000000,255.000000,241.000000,255.000000,167.684834,111.315166,209.315166,118.940828,57.133136,171.511834,36.857143,36.718894,33.354839,300.579626,476.361569,162.809086,105.468759,137.651122,67.920583,51.807919,56.780520,36.435286,183.312500,125.062500,218.562500,17.086979,17.246263,17.670487,0.093212,0.137901,0.080849,66.027896,71.729680,41.846243,66.027896,71.729680,41.846243,0.000000,0.000000,0.000000,15.203847,18.514955,11.274125,1.092518,1.177971,1.055499,0.770059,3351.000000,524.000000,90000000.000000,1.097561,3351.000000,0.171756,3351.000000,82000000.000000,0.353794,2.239316,2.202328,1.984737,0.366159,0.477912,1.804314,0.667516,1.326401,2.262998,3361.500000,3361.500000,7.092099,0.198771,90.000000,65.000000,0.000000,460.986405,10.903439,20.858526,478.714286,944.280787,1.506386,0.190872,0.514378,0.237681,95.539069,41.516764,0.056972,642.180483,18.605176,9.028918,0.000165,177.641098,37.999627,0.881836,0.000000,6.000000,0.000000,561.000000,0.000000,0.167413,0.832587
116.867781,53.208696,175.972129,36.174465,35.260523,29.792076,-0.023466,0.476150,0.014821,0.337721,0.153761,0.508519,22.000000,0.000000,67.000000,253.000000,198.000000,255.000000,130.083179,69.316081,177.536044,164.760589,104.379374,207.839779,-32.284286,-32.757143,-28.998571,-514.223046,-1263.361676,-194.764808,95.562377,106.266283,65.570009,42.954866,56.674870,31.862589,157.812500,84.687500,198.250000,9.118791,11.443987,10.928746,0.057782,0.135132,0.055126,-54.828858,-65.660998,-31.518221,54.909538,65.718429,31.600013,0.992857,0.992857,0.992857,-47.466718,-50.824842,-27.168547,0.711158,0.511457,0.866257,0.753092,4485.000000,706.000000,142449885.290000,2.157213,4485.000000,0.008499,4485.000000,66034232.751000,0.799191,2.434483,2.097340,1.483666,0.214716,0.008272,1.536849,0.631547,1.528577,2.635503,4436.000000,4436.000000,5.857619,0.153134,15.033296,103.000000,0.000000,603.334776,3.386673,23.749673,373.750000,153.354233,1.833827,0.203042,0.511480,0.193368,18.141837,37.375287,0.049058,639.363928,19.176709,9.199148,0.000130,117.938265,37.066448,0.875969,8.000000,4.000000,3332.000000,1153.000000,0.742921,0.257079,0.000000
111.220179,49.188506,170.246743,43.380482,39.294802,34.944918,0.142417,0.855205,0.059385,0.336363,0.148761,0.514877,0.000000,0.000000,71.000000,255.000000,239.000000,255.000000,127.159052,67.373942,175.194585,167.518584,107.407080,210.646018,-36.833561,-37.197817,-33.113233,-471.510803,-1136.052267,-199.691367,89.299544,94.044394,64.191831,46.431357,53.683650,32.919857,222.312500,172.687500,236.000000,28.635028,37.394383,20.478647,0.128805,0.216544,0.086774,-60.533485,-64.664816,-39.646579,60.533485,64.664816,39.646579,1.000000,1.000000,1.000000,-53.114321,-54.845032,-32.893933,0.676791,0.472814,0.838073,0.752069,3915.000000,762.000000,157200622.910000,2.366686,3915.000000,0.038058,3915.000000,66422244.948000,0.823853,2.760870,2.667080,1.257884,0.000000,0.009364,1.746716,0.475025,1.737351,3.044592,3889.000000,3889.000000,6.175734,0.114037,34.014703,106.000000,0.000000,654.627783,4.228242,30.038978,279.642857,172.191591,1.708197,0.270535,0.535883,0.194325,93.996433,44.746051,0.046482,779.041640,20.942604,9.339683,0.000109,112.778535,44.387330,0.895710,5.000000,8.000000,1604.000000,1975.000000,0.409706,0.504470,0.085824
155.255512,86.442220,199.185913,43.868692,44.906775,33.855750,-0.457769,0.010973,-0.498405,0.352146,0.196066,0.451788,0.000000,0.000000,51.000000,255.000000,250.000000,255.000000,166.051242,101.000776,204.376553,164.648690,100.755778,203.458398,0.420534,-0.437355,0.305104,-32.884158,-127.950986,-9.750586,71.351775,83.042096,54.281744,43.275223,51.225420,33.440968,82.937500,28.875000,158.000000,28.586423,22.307160,43.188540,0.344674,0.772542,0.273345,-12.906281,-22.654745,-7.233672,20.800997,32.200469,15.095415,0.503480,0.503480,0.503480,-9.078988,-17.591318,-3.954763,0.944753,0.830907,0.980532,0.768392,25173.000000,1724.000000,260000000.000000,1.203704,25173.000000,0.000000,25173.000000,216000000.000000,0.376315,2.693750,2.230962,2.240863,0.684583,0.324547,1.476844,0.814113,1.152298,2.716500,25105.500000,25105.500000,6.121643,0.152438,16.031220,235.000000,0.000000,1438.586019,3.147031,22.894203,457.690909,1388.092096,1.761327,0.297688,0.496219,0.228352,88.822544,41.483124,0.053668,581.708164,18.001582,9.558424,0.000099,155.138558,43.911368,0.921498,30.000000,22.000000,7926.000000,3586.000000,0.314861,0.142454,0.542685
155.025726,82.689048,192.385248,45.762639,50.322416,36.657173,-0.206716,0.501532,-0.258142,0.360441,0.192255,0.447304,14.000000,0.000000,61.000000,255.000000,246.000000,255.000000,155.763905,83.665153,196.253121,168.178531,96.320904,207.445198,-11.390223,-11.358491,-10.445969,-40.791045,-197.136869,-53.102672,71.354239,82.739962,58.159515,42.623643,49.232613,33.879697,166.937500,84.687500,201.687500,35.618585,36.872616,43.766024,0.213365,0.435396,0.216999,-7.771771,-17.935182,-11.268653,18.236556,26.928537,15.514487,0.754717,0.754717,0.907376,-9.308773,-21.344490,-10.755429,0.943355,0.794831,0.947054,0.776571,9368.000000,1166.000000,217807020.220000,2.046663,9368.000000,0.000000,9368.000000,106420581.400000,0.702802,2.816425,2.474290,1.676256,0.418019,0.357736,1.776797,0.724784,1.419061,3.011724,9392.000000,9392.000000,6.021963,0.124008,22.090722,162.000000,0.000000,975.557959,3.483079,22.724989,425.818182,887.003466,1.664403,0.241258,0.624950,0.219336,72.775958,35.071300,0.051740,722.638274,19.723403,9.527941,0.000102,155.277708,45.545853,0.908747,10.000000,10.000000,2711.000000,1785.000000,0.289389,0.190542,0.520068
107.720721,35.787060,169.465602,33.377850,28.167797,26.682266,0.140374,0.752975,-0.193266,0.344185,0.114345,0.541470,15.000000,0.000000,75.000000,238.000000,178.000000,255.000000,127.267606,54.441315,175.002347,162.379953,90.160839,206.867133,-32.325368,-32.645221,-30.040441,-580.257422,-1966.059320,-210.104113,92.104760,94.038370,68.333947,40.582420,50.325138,33.926643,87.062500,23.062500,165.125000,31.347785,25.437346,29.620253,0.360061,1.102974,0.179381,-58.345441,-67.009842,-34.757024,58.345441,67.009842,34.757024,1.000000,1.000000,1.000000,-56.613779,-68.246478,-33.675075,0.655497,0.343995,0.834228,0.756352,2442.000000,544.000000,110787819.730000,1.987959,2442.000000,0.000000,2442.000000,55729429.468000,0.664653,2.566038,2.528314,1.672008,0.401310,0.193350,1.946183,0.688285,1.752834,2.752112,2414.500000,2414.500000,5.812185,0.140335,22.090722,80.000000,0.000000,464.974762,3.784514,21.241862,271.333333,128.716743,1.792877,0.237365,0.583135,0.148735,104.543258,25.539207,0.050662,591.945489,17.993226,8.890316,0.000174,109.322593,35.009632,0.870932,5.000000,4.000000,1708.000000,734.000000,0.699427,0.300573,0.000000
138.541850,63.367107,177.196769,40.591039,33.685138,30.460384,-0.691045,0.013407,-0.317762,0.365444,0.167149,0.467407,14.000000,0.000000,78.000000,248.000000,166.000000,255.000000,150.477231,76.628415,183.247723,186.778777,113.005396,216.949640,-33.758808,-33.319783,-31.794038,-249.792779,-528.567190,-165.217290,79.077577,77.872426,54.615414,39.109532,45.962157,27.505907,159.625000,60.312500,185.437500,33.126415,40.648983,34.270922,0.207526,0.673973,0.184811,-35.610315,-46.294553,-29.824595,35.610315,46.294553,29.824595,1.000000,1.000000,1.000000,-25.792649,-40.666431,-25.943907,0.843048,0.609103,0.872286,0.776736,2043.000000,738.000000,144524226.810000,3.422636,2043.000000,0.000000,2043.000000,42225999.567000,0.902240,3.385321,2.987117,1.175976,0.157122,0.012773,1.928251,0.552342,1.915479,4.081898,2023.500000,2023.500000,5.914307,0.065935,17.464249,105.000000,0.000000,621.002201,3.227291,32.901922,291.857143,145.195856,1.557143,0.306600,0.684394,0.209900,50.833074,26.511872,0.043876,810.063453,21.570498,8.982343,0.000157,141.577232,42.393581,0.880133,1.000000,5.000000,279.000000,1329.000000,0.136564,0.650514,0.212922
157.936461,91.746550,200.724519,41.099949,42.687792,30.740928,-0.428248,-0.126844,-0.442369,0.350652,0.203697,0.445651,15.000000,0.000000,67.000000,255.000000,234.000000,255.000000,157.376801,89.068444,198.771614,156.442128,88.964055,198.424874,1.133113,0.574807,0.560506,-41.104027,-145.605711,-10.043713,77.675158,89.118250,54.909222,45.304720,52.536264,33.281577,165.312500,102.750000,208.750000,26.745838,27.889290,26.375889,0.161790,0.271429,0.126352,4.907622,0.394485,4.199917,28.499128,32.742705,18.970290,0.408141,0.530803,0.530803,-6.398038,-12.286988,-2.416158,0.961067,0.881894,0.988106,0.767895,36812.000000,1818.000000,332448601.610000,1.933694,36812.000000,0.000000,36812.000000,171924071.670000,0.674459,2.244444,1.552644,2.052417,0.740356,0.591234,1.375194,0.874268,0.783960,2.368859,36843.500000,36843.500000,6.280388,0.197154,19.697716,244.000000,0.000000,1532.414563,3.755842,20.073862,413.617978,1692.136802,1.716830,0.300536,0.526421,0.225699,161.669872,47.134555,0.058280,483.813069,16.383010,9.453259,0.000112,157.868921,41.120577,0.925709,33.000000,51.000000,8743.000000,7724.000000,0.237504,0.209823,0.552673
180.732606,143.542974,210.043997,52.712321,58.098770,43.436988,-1.071059,-0.207911,-1.490522,0.338248,0.268646,0.393106,0.000000,0.000000,28.000000,255.000000,253.000000,255.000000,176.064762,134.740952,210.403810,168.227368,124.772632,203.947368,4.826861,4.956311,6.195793,120.832551,273.434423,53.394738,98.203244,146.526537,64.036274,56.714499,74.005793,38.000196,128.062500,78.812500,179.875000,64.243160,62.328985,53.980176,0.501655,0.790852,0.300098,15.907556,25.057852,7.250220,56.644341,82.172220,32.914410,0.381877,0.381877,0.381877,16.398106,39.509436,6.903321,1.099785,1.379776,1.033983,0.759872,2932.000000,678.000000,148938630.450000,2.966647,2932.000000,0.088496,2932.000000,50204362.555000,0.875514,2.690476,2.550262,1.334479,0.291951,0.011491,1.703821,0.609474,1.692330,3.130313,2976.000000,2976.000000,7.159219,0.111206,60.000000,81.000000,0.000000,579.896753,7.214908,40.380055,733.000000,1003.191158,1.366372,0.198313,0.739248,0.197297,13.619096,44.750988,0.061840,961.156962,21.588807,9.013433,0.000355,179.376216,53.324021,0.911585,1.000000,2.000000,259.000000,206.000000,0.088336,0.070259,0.841405
